,tweet_id,jpg_url,tweet_image_number,most_probable_breed,breed_confidence,timestamp,description,name,doggo,floofer,pupper,puppo,normalized_rating,favorite_count,retweet_count
31,778383385161035776,https://pbs.twimg.com/media/Cs1fjyqWIAE2jop.jpg,1,Collie,0.345266,2016-09-21 00:00:35,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,Nala,None,None,None,None,0.1419718309859155,6515,1271
32,778408200802557953,https://pbs.twimg.com/media/Cs12ICuWAAECNRy.jpg,3,Beagle,0.0119417,2016-09-21 01:39:11,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,None,None,None,None,None,0.15380281690140846,15135,5023
33,778624900596654080,https://pbs.twimg.com/media/Cs47N3eWcAEmgiW.jpg,2,Irish Terrier,0.121488,2016-09-21 16:00:17,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,Penny,None,None,None,None,0.11830985915492959,5177,1176
34,778748913645780993,https://pbs.twimg.com/media/Cs6r_-kVIAALh1p.jpg,1,Boxer,0.201478,2016-09-22 00:13:04,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",Mya,None,None,None,None,0.11830985915492959,7717,1562
35,778990705243029504,https://pbs.twimg.com/media/Cs-H5uhWcAAiNY9.jpg,2,Cocker Spaniel,0.7153510000000001,2016-09-22 16:13:51,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,Jay,None,None,None,None,0.11830985915492959,22342,8437
36,779123168116150273,https://pbs.twimg.com/media/CtAAYizW8AAWzBZ.jpg,1,Soft Coated Wheaten Terrier,0.0603649,2016-09-23 01:00:13,This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,Reggie,None,None,None,None,0.13014084507042253,13206,4207
37,779834332596887552,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,1,Golden Retriever,0.99383,2016-09-25 00:06:08,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,Scout,None,None,None,None,0.11830985915492959,21252,8237
38,780543529827336192,https://pbs.twimg.com/media/CtUMLzRXgAAbZK5.jpg,1,Golden Retriever,0.628312,2016-09-26 23:04:13,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,None,None,None,None,None,0.13014084507042253,7040,2032
39,781163403222056960,https://pbs.twimg.com/media/Ctc_-BTWEAAQpZh.jpg,1,Shetland Sheepdog,0.973841,2016-09-28 16:07:23,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",None,None,None,None,None,0.10647887323943662,10895,3168
40,781524693396357120,https://pbs.twimg.com/media/CtiIj0AWcAEBDvw.jpg,1,Chesapeake Bay Retriever,0.0035225,2016-09-29 16:03:01,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,None,None,None,None,None,0.13014084507042253,23163,6426
41,781661882474196992,https://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,1,Golden Retriever,0.226954,2016-09-30 01:08:10,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,None,None,None,None,None,0.04732394366197184,11634,3129
42,782969140009107456,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,1,Golden Retriever,0.17139300000000002,2016-10-03 15:42:44,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,Cali,None,None,None,None,0.13014084507042253,26949,8521
43,783085703974514689,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,1,Chesapeake Bay Retriever,0.240602,2016-10-03 23:25:55,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,Earl,None,None,None,None,0.11830985915492959,9112,2565
44,783391753726550016,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,4,Norwegian Elkhound,0.87713,2016-10-04 19:42:03,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,Godi,None,None,None,None,0.1419718309859155,18908,6441
45,783695101801398276,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,3,Golden Retriever,0.300435,2016-10-05 15:47:27,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,Loomis,None,None,None,None,0.13014084507042253,11650,3737
46,784517518371221505,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,2,Siberian Husky,0.08484019999999999,2016-10-07 22:15:26,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,Frankie,None,None,None,None,0.11830985915492959,10039,2970
47,784826020293709826,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,1,Irish Setter,0.0774556,2016-10-08 18:41:19,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,Rusty,None,None,None,None,0.1419718309859155,11310,3712
48,785170936622350336,https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,2,Samoyed,0.0195303,2016-10-09 17:31:53,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,Hero,None,None,None,None,0.11830985915492959,13491,5639
49,785533386513321988,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,2,Miniature Pinscher,0.436023,2016-10-10 17:32:08,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,Dallas,None,None,None,None,0.11830985915492959,10183,2334
50,786363235746385920,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,1,Golden Retriever,0.929266,2016-10-13 00:29:39,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,Rizzo,doggo,None,None,None,0.1419718309859155,12189,4072
51,786664955043049472,https://pbs.twimg.com/media/CurLmoqXgAEPoJ-.jpg,1,Keeshond,0.464816,2016-10-13 20:28:35,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",None,None,None,None,None,0.13014084507042253,11957,2996
52,786963064373534720,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,1,Golden Retriever,0.915303,2016-10-14 16:13:10,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,Rory,None,None,None,None,0.13014084507042253,29725,9327
53,787397959788929025,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,1,Chihuahua,0.900483,2016-10-15 21:01:17,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,Moose,None,None,None,None,0.11830985915492959,12120,3300
54,787810552592695296,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,2,Pug,0.362835,2016-10-17 00:20:47,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,Frank,None,None,None,None,0.11830985915492959,9717,3540
55,788150585577050112,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,3,Pomeranian,0.112704,2016-10-17 22:51:57,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,Leo,None,None,None,None,0.1419718309859155,6865,1510
56,788908386943430656,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,1,Golden Retriever,0.0340897,2016-10-20 01:03:11,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",Lucy,None,None,None,None,0.11830985915492959,30653,14409
57,789530877013393408,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,3,Schipperke,0.363272,2016-10-21 18:16:44,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,Rizzy,None,None,None,None,0.13014084507042253,13188,3942
58,789599242079838210,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,2,Chesapeake Bay Retriever,0.8788219999999999,2016-10-21 22:48:24,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,Brownie,None,None,None,None,0.13014084507042253,7620,2279
59,789628658055020548,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,1,Pomeranian,0.0798831,2016-10-22 00:45:17,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,Eli,None,None,None,None,0.1419718309859155,8448,2080
60,789986466051088384,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,1,Golden Retriever,0.07853049999999999,2016-10-23 00:27:05,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,Happy,None,None,None,None,0.13014084507042253,10369,2704
61,790987426131050500,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,1,Cocker Spaniel,0.349195,2016-10-25 18:44:32,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,Misty,None,None,None,None,0.13014084507042253,11089,2483
62,791406955684368384,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,4,Basenji,0.000152502,2016-10-26 22:31:36,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,Levi,None,None,None,None,0.13014084507042253,14670,4797
63,791672322847637504,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,1,Golden Retriever,0.705092,2016-10-27 16:06:04,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,None,None,None,None,None,0.1419718309859155,13129,3661
64,792050063153438720,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,2,Komondor,0.942856,2016-10-28 17:07:05,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,Remus,None,None,None,None,0.11830985915492959,8029,2088
65,792773781206999040,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,1,Yorkshire Terrier,0.912804,2016-10-30 17:02:53,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,Monster,None,None,None,None,0.13014084507042253,8209,1963
66,793120401413079041,https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,1,Labrador Retriever,0.7249439999999999,2016-10-31 16:00:13,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",Robin,None,None,None,None,0.11830985915492959,14202,4551
67,793195938047070209,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,2,Labrador Retriever,0.654762,2016-10-31 21:00:23,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,Lily,None,None,None,puppo,0.13014084507042253,17063,6547
68,793241302385262592,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,1,Golden Retriever,0.559308,2016-11-01 00:00:38,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,Tucker,None,None,None,None,0.1419718309859155,11780,3812
69,793256262322548741,https://pbs.twimg.com/media/CwI2XCvXEAEO8mc.jpg,1,Beagle,0.0412205,2016-11-01 01:00:05,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,None,None,None,None,None,0.13014084507042253,22350,9714
70,793500921481273345,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,2,Golden Retriever,0.326122,2016-11-01 17:12:16,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,Fiona,None,None,None,None,0.13014084507042253,11953,2786
71,793845145112371200,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,1,Old English Sheepdog,0.7652770000000001,2016-11-02 16:00:06,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,Clark,None,None,None,None,0.1419718309859155,10295,2187
72,794332329137291264,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,1,Samoyed,0.988307,2016-11-04 00:15:59,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,Nimbus,None,None,None,None,0.13014084507042253,10686,3088
73,795464331001561088,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1,Golden Retriever,0.193082,2016-11-07 03:14:10,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,None,doggo,None,None,None,0.1419718309859155,55683,27728
74,796116448414461957,https://pbs.twimg.com/media/CwxfrguUUAA1cbl.jpg,1,Papillon,0.0171099,2016-11-08 22:25:27,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN,None,None,None,None,None,0.11830985915492959,10139,2813
75,796484825502875648,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,1,Cocker Spaniel,0.116924,2016-11-09 22:49:15,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,None,doggo,None,None,None,0.13014084507042253,8472,2042
76,796759840936919040,https://pbs.twimg.com/media/Cw6o1JQXcAAtP78.jpg,1,American Staffordshire Terrier,0.463996,2016-11-10 17:02:03,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,Romeo,None,None,None,None,0.11830985915492959,13256,3562
77,797545162159308800,https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,1,Papillon,0.00973566,2016-11-12 21:02:38,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,Cassie,None,None,None,None,0.13014084507042253,16198,5656
78,798209839306514432,https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,1,Shih Tzu,0.102931,2016-11-14 17:03:50,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,Cooper,None,None,None,None,0.1419718309859155,11548,2954
79,798925684722855936,https://pbs.twimg.com/media/CxZaqh_WQAA7lY3.jpg,1,West Highland White Terrier,0.539463,2016-11-16 16:28:21,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu,Shadow,None,None,None,None,0.11830985915492959,8246,1663
80,799063482566066176,https://pbs.twimg.com/media/CxbX_n2WIAAHaLS.jpg,2,Norfolk Terrier,0.334436,2016-11-17 01:35:54,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,Mister,None,None,None,None,0.11830985915492959,9058,2863
81,799757965289017345,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,1,Border Collie,0.442534,2016-11-18 23:35:32,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,Sobe,doggo,None,None,None,0.1419718309859155,9390,2506
82,800141422401830912,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,3,Golden Retriever,0.938048,2016-11-20 00:59:15,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,Peaches,None,None,None,None,0.1419718309859155,17092,2980
83,800388270626521089,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,2,Golden Retriever,0.35986,2016-11-20 17:20:08,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,Doc,None,floofer,None,None,0.13014084507042253,12456,3265
84,800513324630806528,https://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg,1,Chihuahua,0.0007659339999999999,2016-11-21 01:37:04,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm,Chef,None,None,None,None,0.11830985915492959,14685,3495
85,801167903437357056,https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,1,Cocker Spaniel,0.74022,2016-11-22 20:58:07,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,Milo,None,None,None,None,0.1419718309859155,27386,6961
86,801538201127157760,https://pbs.twimg.com/media/Cx-itFWWIAAZu7l.jpg,1,Shetland Sheepdog,0.054229999999999993,2016-11-23 21:29:33,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe,Wallace,None,None,None,None,0.13014084507042253,9141,2391
87,801958328846974976,https://pbs.twimg.com/media/CyEg2AXUsAA1Qpf.jpg,1,American Staffordshire Terrier,0.271916,2016-11-25 01:18:59,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,Ronnie,None,None,None,None,0.13014084507042253,8608,1992
88,802572683846291456,https://pbs.twimg.com/media/CyNPmJgXcAECPuB.jpg,1,Golden Retriever,0.610171,2016-11-26 18:00:13,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv,Winnie,None,None,None,None,0.13014084507042253,9959,2926
